11:53:41.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:53:41.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:53:41.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:53:41.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:53:41.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:53:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:53:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:53:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:53:46.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:53:46.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:53:46.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:53:46.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:53:46.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:53:51.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:53:56.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:01.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:06.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:11.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:16.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:21.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:26.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:31.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:36.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:41.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:46.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:51.808 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器6数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器8数据采集异常：null
11:54:56.809 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,180] - 数据采集过程中发生异常，本次数据不做数据库插入。
11:55:01.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器1数据采集异常：null
11:55:01.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器2数据采集异常：null
11:55:01.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器3数据采集异常：null
11:55:01.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器4数据采集异常：null
11:55:01.810 [schedule-pool-48] ERROR c.f.a.s.i.SoilSensorValueServiceImpl - [fetchAllSensorData,171] - 传感器5数据采集异常：null
